seed,split,subject_id,F1,IoU,L1,EdgeLoss
2026,test42,test__m2-043-01,0.648945051608863,0.4803246917393253,0.1388830691576004,0.3261535167694092
2026,test42,test__m2-044-01,0.6672685271233725,0.5006773987884521,0.10193673521280289,0.260092556476593
2026,test42,test__m2-045-01,0.5259756513822902,0.356829690008535,0.15154142677783966,0.3173840641975403
2026,test42,test__m2-046-01,0.6848333045429511,0.520719774085335,0.12392723560333252,0.29980140924453735
2026,test42,test__m2-047-01,0.5972354485901373,0.4257560172802198,0.11354426294565201,0.2467079758644104
2026,test42,test__m2-048-01,0.8194450793068475,0.6941185580978456,0.10154501348733902,0.22474032640457153
2026,test42,test__m2-049-01,0.6907049032386061,0.5275395172158658,0.13237909972667694,0.28901803493499756
2026,test42,test__m2-050-01,0.7817228760754067,0.641662607565955,0.11468709260225296,0.27226656675338745
2026,test42,test__m2-051-01,0.4404423941328246,0.28241495695692576,0.11192107945680618,0.2629583477973938
2026,test42,test__m2-052-01,0.6421566083751123,0.4729239117971212,0.09637802094221115,0.27105432748794556
2026,test42,test__m2-053-01,0.7605759701520063,0.6136527546954897,0.1191922053694725,0.2825342118740082
2026,test42,test__m2-054-01,0.5998196890734658,0.4283874615238305,0.1516016274690628,0.2869444787502289
2026,test42,test__m2-055-01,0.599301282164855,0.427858806846848,0.17396996915340424,0.3324771225452423
2026,test42,test__m2-056-01,0.791028203419796,0.6542983100659275,0.1201755702495575,0.27012330293655396
2026,test42,test__m2-057-01,0.804609825178083,0.6730938919570335,0.10780484229326248,0.25697481632232666
2026,test42,test__m2-058-01,0.554145765712451,0.38326530612230675,0.10602537542581558,0.2793259024620056
2026,test42,test__m2-059-01,0.4709056314427993,0.307963747121199,0.10028164833784103,0.2715761661529541
2026,test42,test__m2-060-01,0.479982431096853,0.31577426532195346,0.17067061364650726,0.3195776045322418
2026,test42,test__m2-061-01,0.6896961792234368,0.5263635565182756,0.12567052245140076,0.30032092332839966
2026,test42,test__m2-062-01,0.6532348170840416,0.4850398758228109,0.15390364825725555,0.3379369378089905
2026,test42,test__m2-063-01,0.7997645354100708,0.6663396966722,0.09683787822723389,0.22062093019485474
2026,test42,test__m2-064-01,0.7452634930741535,0.5939601573401878,0.08532995730638504,0.22774609923362732
9317,test42,test__m2-022-01,0.6984511441135619,0.5366307541624105,0.10662809759378433,0.27539288997650146
9317,test42,test__m2-023-01,0.7426429104408353,0.590638026864118,0.12091175466775894,0.2992924451828003
9317,test42,test__m2-024-01,0.6484742425897823,0.4798090151329288,0.09269461035728455,0.2486930787563324
9317,test42,test__m2-025-01,0.7698180886495594,0.6257758153869181,0.07961485534906387,0.22804901003837585
9317,test42,test__m2-026-01,0.6987353661398983,0.5369663848214743,0.15060441195964813,0.32684236764907837
9317,test42,test__m2-027-01,0.8066300565242881,0.6759262380741409,0.09405148029327393,0.2605968117713928
9317,test42,test__m2-028-01,0.7315542760121191,0.5767328173192758,0.12206373363733292,0.31370553374290466
9317,test42,test__m2-029-01,0.802296220310739,0.6698619758208421,0.08816126734018326,0.26099318265914917
9317,test42,test__m2-030-01,0.6549068564664384,0.4868858782121193,0.15591146051883698,0.35469770431518555
9317,test42,test__m2-031-01,0.7307992985271756,0.5757949059428747,0.09770938009023666,0.284504771232605
9317,test42,test__m2-033-01,0.5672568782347104,0.39592364438350297,0.1742870807647705,0.3501187562942505
9317,test42,test__m2-034-01,0.7448710459701654,0.5934617662819527,0.13564912974834442,0.3181402087211609
9317,test42,test__m2-035-01,0.7035961089835152,0.5427290938102934,0.10571818798780441,0.2961345911026001
9317,test42,test__m2-036-01,0.731088433668297,0.5761539677519063,0.09653311222791672,0.2384898066520691
9317,test42,test__m2-037-01,0.609738564564222,0.43857834866368084,0.15195955336093903,0.3217141926288605
9317,test42,test__m2-038-01,0.7608065395093709,0.6139529974667134,0.09691771864891052,0.2409842312335968
9317,test42,test__m2-039-01,0.5105253936070411,0.3427553524013233,0.13339273631572723,0.29505133628845215
9317,test42,test__m2-040-01,0.6655083655082228,0.49869804224113584,0.12161633372306824,0.2877405881881714
9317,test42,test__m2-041-01,0.6593835825448766,0.49185104252010936,0.12264413386583328,0.30132484436035156
9317,test42,test__m2-042-01,0.7758260655937168,0.633754766204843,0.09229918569326401,0.2372092306613922
9317,test42,test__m2-043-01,0.655293319257907,0.48731320268021217,0.13856500387191772,0.31538814306259155
9317,test42,test__m2-044-01,0.6139291275419682,0.4429276595743173,0.12324746698141098,0.2819613218307495
9317,test42,test__m2-045-01,0.517503059975405,0.3490752972257869,0.1594649702310562,0.30624449253082275
9317,test42,test__m2-046-01,0.6673934507156765,0.5008180779796558,0.13252076506614685,0.309028685092926
9317,test42,test__m2-047-01,0.6007094994085814,0.42929577464771457,0.11560338735580444,0.23845002055168152
9317,test42,test__m2-048-01,0.8144348291549616,0.6869591391373742,0.10147798806428909,0.22841140627861023
9317,test42,test__m2-049-01,0.6689127105664876,0.502531063046335,0.14245353639125824,0.2935657501220703
9317,test42,test__m2-050-01,0.775008680220521,0.6326646301134908,0.11387941241264343,0.27442604303359985
9317,test42,test__m2-051-01,0.4345158633225113,0.27756005515629667,0.1212596669793129,0.2661026120185852
9317,test42,test__m2-052-01,0.6786018301764528,0.5135483351449396,0.09063515067100525,0.24764184653759003
9317,test42,test__m2-053-01,0.7353909921911226,0.5815164905912671,0.12984821200370789,0.2992299795150757
9317,test42,test__m2-054-01,0.5791626014571276,0.40762060602506867,0.1644645780324936,0.2872593402862549
9317,test42,test__m2-055-01,0.5961538461537418,0.4246575342464694,0.18048758804798126,0.31340882182121277
9317,test42,test__m2-056-01,0.7693180408075075,0.6251152339246875,0.12597447633743286,0.27382737398147583
9317,test42,test__m2-057-01,0.7817518930539812,0.6417017096900943,0.11460723727941513,0.2598198354244232
9317,test42,test__m2-058-01,0.5547328086162607,0.38382716491692026,0.11395770311355591,0.2718857228755951
9317,test42,test__m2-059-01,0.4789602223281366,0.3148900044292356,0.10352442413568497,0.2699298858642578
9317,test42,test__m2-060-01,0.47242386316218765,0.30926370985353147,0.18408776819705963,0.31590092182159424
9317,test42,test__m2-061-01,0.6899271164267072,0.526632621037766,0.1289309412240982,0.29111841320991516
9317,test42,test__m2-062-01,0.6455956025604221,0.4766638411547413,0.1646764725446701,0.3367554843425751
9317,test42,test__m2-063-01,0.7933039338290017,0.6574181818179428,0.09820996969938278,0.22344937920570374
9317,test42,test__m2-064-01,0.714427367377116,0.5557269571922269,0.09427634626626968,0.23645475506782532
